dec_year,basis,weights,node,item,cpi_u,source
2017,new,2015-2016 Weights,svc_less_ros,Services less rent of shelter,30.205,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2018,new,2015-2016 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,core,All items less food and energy,79.312,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,food,Food,13.341,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,energy,Energy,7.347,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,core_goods,Commodities less food and energy commodities,19.503,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,core_services,Services less energy services,59.809,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,commodities,Commodities,36.791,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,services,Services,63.209,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,food_home,Food at home,7.286,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,food_away,Food away from home,6.055,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,energy_cmdty,Energy commodities,3.947,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,energy_svc,Energy services,3.4,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,rent_shelter,Rent of shelter,32.884,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2018,new,2015-2016 Weights,svc_less_ros,Services less rent of shelter,30.325,ri-archive-2010-2019/2010-2019_RI_archive/2018.txt
2019,new,2017-2018 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,core,All items less food and energy,79.524,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,food,Food,13.771,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,energy,Energy,6.706,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,core_goods,Commodities less food and energy commodities,20.137,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,core_services,Services less energy services,59.387,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,commodities,Commodities,37.518,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,services,Services,62.482,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,food_home,Food at home,7.579,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,food_away,Food away from home,6.191,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,energy_cmdty,Energy commodities,3.61,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,energy_svc,Energy services,3.096,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,rent_shelter,Rent of shelter,32.787,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2019,new,2017-2018 Weights,svc_less_ros,Services less rent of shelter,29.696,ri-archive-2010-2019/2010-2019_RI_archive/2019.txt
2020,new,2017 - 2018 Weights,headline,All items,100.0,2020.xlsx
2020,new,2017 - 2018 Weights,core,All items less food and energy,79.726,2020.xlsx
2020,new,2017 - 2018 Weights,food,Food,14.119,2020.xlsx
2020,new,2017 - 2018 Weights,energy,Energy,6.155,2020.xlsx
2020,new,2017 - 2018 Weights,core_goods,Commodities less food and energy commodities,20.2,2020.xlsx
2020,new,2017 - 2018 Weights,core_services,Services less energy services,59.526,2020.xlsx
2020,new,2017 - 2018 Weights,commodities,Commodities,37.339,2020.xlsx
2020,new,2017 - 2018 Weights,services,Services,62.661,2020.xlsx
2020,new,2017 - 2018 Weights,food_home,Food at home,7.772,2020.xlsx
2020,new,2017 - 2018 Weights,food_away,Food away from home,6.347,2020.xlsx
2020,new,2017 - 2018 Weights,energy_cmdty,Energy commodities,3.02,2020.xlsx
2020,new,2017 - 2018 Weights,energy_svc,Energy services,3.135,2020.xlsx
2020,new,2017 - 2018 Weights,rent_shelter,Rent of shelter,32.95,2020.xlsx
2020,new,2017 - 2018 Weights,svc_less_ros,Services less rent of shelter,29.711,2020.xlsx
2021,new,2019 - 2020 Weights,headline,All items,100.0,2021.xlsx
2021,new,2019 - 2020 Weights,core,All items less food and energy,79.282,2021.xlsx
2021,new,2019 - 2020 Weights,food,Food,13.37,2021.xlsx
2021,new,2019 - 2020 Weights,energy,Energy,7.348,2021.xlsx
2021,new,2019 - 2020 Weights,core_goods,Commodities less food and energy commodities,21.699,2021.xlsx
2021,new,2019 - 2020 Weights,core_services,Services less energy services,57.583,2021.xlsx
2021,new,2019 - 2020 Weights,commodities,Commodities,39.083,2021.xlsx
2021,new,2019 - 2020 Weights,services,Services,60.917,2021.xlsx
2021,new,2019 - 2020 Weights,food_home,Food at home,8.165,2021.xlsx
2021,new,2019 - 2020 Weights,food_away,Food away from home,5.205,2021.xlsx
2021,new,2019 - 2020 Weights,energy_cmdty,Energy commodities,4.014,2021.xlsx
2021,new,2019 - 2020 Weights,energy_svc,Energy services,3.334,2021.xlsx
2021,new,2019 - 2020 Weights,rent_shelter,Rent of shelter,32.563,2021.xlsx
2021,new,2019 - 2020 Weights,svc_less_ros,Services less rent of shelter,28.354,2021.xlsx
2021,old,,headline,All items,100.0,html_old-weights-2021.htm
2021,old,,core,All items less food and energy,78.546,html_old-weights-2021.htm
2021,old,,food,Food,14.018,html_old-weights-2021.htm
2021,old,,energy,Energy,7.435,html_old-weights-2021.htm
2021,old,,core_goods,Commodities less food and energy commodities,20.889,html_old-weights-2021.htm
2021,old,,core_services,Services less energy services,57.657,html_old-weights-2021.htm
2021,old,,commodities,Commodities,39.11,html_old-weights-2021.htm
2021,old,,services,Services,60.89,html_old-weights-2021.htm
2021,old,,food_home,Food at home,7.732,html_old-weights-2021.htm
2021,old,,food_away,Food away from home,6.287,html_old-weights-2021.htm
2021,old,,energy_cmdty,Energy commodities,4.203,html_old-weights-2021.htm
2021,old,,energy_svc,Energy services,3.233,html_old-weights-2021.htm
2021,old,,rent_shelter,Rent of shelter,32.073,html_old-weights-2021.htm
2021,old,,svc_less_ros,Services less rent of shelter,28.817,html_old-weights-2021.htm
2022,new,2021 Weights,headline,All items,100.0,2022.xlsx
2022,new,2021 Weights,core,All items less food and energy,79.548,2022.xlsx
2022,new,2021 Weights,food,Food,13.531,2022.xlsx
2022,new,2021 Weights,energy,Energy,6.921,2022.xlsx
2022,new,2021 Weights,core_goods,Commodities less food and energy commodities,21.361,2022.xlsx
2022,new,2021 Weights,core_services,Services less energy services,58.187,2022.xlsx
2022,new,2021 Weights,commodities,Commodities,38.382,2022.xlsx
2022,new,2021 Weights,services,Services,61.618,2022.xlsx
2022,new,2021 Weights,food_home,Food at home,8.728,2022.xlsx
2022,new,2021 Weights,food_away,Food away from home,4.803,2022.xlsx
2022,new,2021 Weights,energy_cmdty,Energy commodities,3.49,2022.xlsx
2022,new,2021 Weights,energy_svc,Energy services,3.431,2022.xlsx
2022,new,2021 Weights,rent_shelter,Rent of shelter,34.037,2022.xlsx
2022,new,2021 Weights,svc_less_ros,Services less rent of shelter,27.581,2022.xlsx
2022,old,,headline,All items,100.0,html_old-weights-2022.htm
2022,old,,food,Food,13.867,html_old-weights-2022.htm
2022,old,,food_home,Food at home,8.574,html_old-weights-2022.htm
2022,old,,food_away,Food away from home,5.293,html_old-weights-2022.htm
2022,old,,energy_svc,Energy services,3.62,html_old-weights-2022.htm
2023,new,2022 Weights,headline,All items,100.0,2023.xlsx
2023,new,2022 Weights,core,All items less food and energy,79.79,2023.xlsx
2023,new,2022 Weights,food,Food,13.555,2023.xlsx
2023,new,2022 Weights,energy,Energy,6.655,2023.xlsx
2023,new,2022 Weights,core_goods,Commodities less food and energy commodities,18.891,2023.xlsx
2023,new,2022 Weights,core_services,Services less energy services,60.899,2023.xlsx
2023,new,2022 Weights,commodities,Commodities,35.985,2023.xlsx
2023,new,2022 Weights,services,Services,64.015,2023.xlsx
2023,new,2022 Weights,food_home,Food at home,8.167,2023.xlsx
2023,new,2022 Weights,food_away,Food away from home,5.388,2023.xlsx
2023,new,2022 Weights,energy_cmdty,Energy commodities,3.539,2023.xlsx
2023,new,2022 Weights,energy_svc,Energy services,3.116,2023.xlsx
2023,new,2022 Weights,rent_shelter,Rent of shelter,35.778,2023.xlsx
2023,new,2022 Weights,svc_less_ros,Services less rent of shelter,28.237,2023.xlsx
2023,old,,headline,All items,100.0,html_old-weights-2023.htm
2023,old,,food,Food,13.447,html_old-weights-2023.htm
2023,old,,food_home,Food at home,8.555,html_old-weights-2023.htm
2023,old,,food_away,Food away from home,4.891,html_old-weights-2023.htm
2023,old,,energy_svc,Energy services,3.282,html_old-weights-2023.htm
2024,new,2023 Weights,headline,All items,100.0,2024.xlsx
2024,new,2023 Weights,core,All items less food and energy,80.094,2024.xlsx
2024,new,2023 Weights,food,Food,13.691,2024.xlsx
2024,new,2023 Weights,energy,Energy,6.216,2024.xlsx
2024,new,2023 Weights,core_goods,Commodities less food and energy commodities,19.388,2024.xlsx
2024,new,2023 Weights,core_services,Services less energy services,60.705,2024.xlsx
2024,new,2023 Weights,commodities,Commodities,36.201,2024.xlsx
2024,new,2023 Weights,services,Services,63.799,2024.xlsx
2024,new,2023 Weights,food_home,Food at home,8.043,2024.xlsx
2024,new,2023 Weights,food_away,Food away from home,5.648,2024.xlsx
2024,new,2023 Weights,energy_cmdty,Energy commodities,3.122,2024.xlsx
2024,new,2023 Weights,energy_svc,Energy services,3.094,2024.xlsx
2024,new,2023 Weights,rent_shelter,Rent of shelter,35.072,2024.xlsx
2024,new,2023 Weights,svc_less_ros,Services less rent of shelter,28.726,2024.xlsx
2024,old,,headline,All items,100.0,html_old-weights-2024.htm
2024,old,,core,All items less food and energy,80.061,html_old-weights-2024.htm
2024,old,,food,Food,13.505,html_old-weights-2024.htm
2024,old,,energy,Energy,6.434,html_old-weights-2024.htm
2024,old,,core_goods,Commodities less food and energy commodities,18.263,html_old-weights-2024.htm
2024,old,,core_services,Services less energy services,61.799,html_old-weights-2024.htm
2024,old,,commodities,Commodities,35.074,html_old-weights-2024.htm
2024,old,,services,Services,64.925,html_old-weights-2024.htm
2024,old,,food_home,Food at home,8.078,html_old-weights-2024.htm
2024,old,,food_away,Food away from home,5.427,html_old-weights-2024.htm
2024,old,,energy_cmdty,Energy commodities,3.307,html_old-weights-2024.htm
2024,old,,energy_svc,Energy services,3.127,html_old-weights-2024.htm
2024,old,,rent_shelter,Rent of shelter,36.375,html_old-weights-2024.htm
2024,old,,svc_less_ros,Services less rent of shelter,28.55,html_old-weights-2024.htm
2025,new,2024 Weights,headline,All items,100.0,2025.xlsx
2025,new,2024 Weights,core,All items less food and energy,79.919,2025.xlsx
2025,new,2024 Weights,food,Food,13.698,2025.xlsx
2025,new,2024 Weights,energy,Energy,6.383,2025.xlsx
2025,new,2024 Weights,core_goods,Commodities less food and energy commodities,19.176,2025.xlsx
2025,new,2024 Weights,core_services,Services less energy services,60.744,2025.xlsx
2025,new,2024 Weights,commodities,Commodities,35.994,2025.xlsx
2025,new,2024 Weights,services,Services,64.006,2025.xlsx
2025,new,2024 Weights,food_home,Food at home,8.325,2025.xlsx
2025,new,2024 Weights,food_away,Food away from home,5.373,2025.xlsx
2025,new,2024 Weights,energy_cmdty,Energy commodities,3.12,2025.xlsx
2025,new,2024 Weights,energy_svc,Energy services,3.262,2025.xlsx
2025,new,2024 Weights,rent_shelter,Rent of shelter,35.333,2025.xlsx
2025,new,2024 Weights,svc_less_ros,Services less rent of shelter,28.673,2025.xlsx
2025,old,,headline,All items,100.0,html_old-weights-2025.htm
2025,old,,core,All items less food and energy,80.065,html_old-weights-2025.htm
2025,old,,food,Food,13.743,html_old-weights-2025.htm
2025,old,,energy,Energy,6.193,html_old-weights-2025.htm
2025,old,,core_goods,Commodities less food and energy commodities,19.151,html_old-weights-2025.htm
2025,old,,core_services,Services less energy services,60.913,html_old-weights-2025.htm
2025,old,,commodities,Commodities,35.843,html_old-weights-2025.htm
2025,old,,services,Services,64.157,html_old-weights-2025.htm
2025,old,,food_home,Food at home,8.018,html_old-weights-2025.htm
2025,old,,food_away,Food away from home,5.725,html_old-weights-2025.htm
2025,old,,energy_cmdty,Energy commodities,2.949,html_old-weights-2025.htm
2025,old,,energy_svc,Energy services,3.244,html_old-weights-2025.htm
2025,old,,rent_shelter,Rent of shelter,35.219,html_old-weights-2025.htm
2025,old,,svc_less_ros,Services less rent of shelter,28.938,html_old-weights-2025.htm
